	code	representative
27876	1x10_1	3rze_1
27877	1x12_1	3rze_1
27878	1ioi_1	3rze_1
27879	2eo8_1	3rze_1
27880	1z8w_1	3rze_1
27881	1z8x_1	3rze_1
27882	1q5x_1	2pcn_1
27883	2yxd_2	3rze_1
27884	5eji_1	5ejf_1
27885	5ejh_1	5ejf_1
27886	2i2f_1	5ejf_1
27887	3vpd_1	3rze_1
27888	1s1g_1	3rze_1
27889	1wz8_1	3rze_1
27890	1naq_3	3rze_1
27891	1uan_1	1uan_1
27892	3brc_2	3brc_2
27893	1twi_3	3rze_1
27894	1eum_1	4reu_1
27895	3u2i_1	1f86_2
27896	5hlj_1	5hlj_1
27897	2ftw_1	1gkq_1
27898	2x17_1	3vnx_1
27899	1krq_2	4reu_1
27900	4cmy_1	4reu_1
27901	2eo5_1	3dxw_1
27902	1efk_1	3wja_1
27903	4gvq_1	1qlm_1
27904	4gvr_1	1qlm_1
27905	2pby_1	2pby_1
27906	3lz7_1	3gek_1
27907	3pei_1	3ij3_1
27908	4tv6_1	1izc_1
27909	1hyb_1	1f9a_1
27910	1ej2_2	1f9a_1
27911	1z4a_2	3vnx_1
27912	4gd9_1	3t2w_1
27913	1wl4_1	3rze_1
27914	3flh_1	3flh_1
27915	2w25_1	2w25_1
27916	2w24_1	2w25_1
27917	2ivm_1	2w25_1
27918	3ulp_1	1eqq_1
27919	1c2y_2	1nqw_1
27920	1o90_1	4odj_1
27921	3vvc_1	2gn4_1
27922	4xky_1	3rze_1
27923	3c2u_1	3c2u_1
27924	5kzd_1	4n4p_1
27925	3d0o_1	1hyg_1
27926	3h3j_1	1hyg_1
27927	1f9n_1	2p5k_1
27928	3pqe_1	1hyg_1
27929	1ssq_1	3rze_1
27930	2bqx_1	3rze_1
27931	4jct_1	3rze_1
27932	4emm_1	3rze_1
27933	2an1_3	1y3h_1
27934	4hao_3	1y3h_1
27935	3iwv_1	3qva_1
27936	2yvl_1	3rze_1
27937	1szu_1	3dxw_1
27938	1sf2_1	3dxw_1
27939	1szk_1	3dxw_1
27940	1szs_1	3dxw_1
27941	4i1w_1	3rze_1
27942	5kl9_1	3rze_1
27943	1gg1_1	3tqk_1
27944	2oas_2	3rze_1
27945	4jr8_1	1gu8_1
27946	1g8f_1	3cr8_1
27947	3pfn_1	1y3h_1
27948	4rop_1	3rze_1
27949	2wux_1	3jvb_1
27950	2yda_1	3rze_1
27951	1w37_1	3rze_1
27952	2egj_1	2egj_1
27953	3aai_1	3aai_1
27954	1wek_1	3rze_1
27955	1f8x_1	1f8x_1
27956	2c7b_1	3rze_1
27957	3wj1_1	3rze_1
27958	2yh2_1	3rze_1
27959	1eep_3	3rze_1
27960	1p19_3	3rze_1
27961	1p17_3	3rze_1
27962	2oka_1	2fa8_1
27963	2wqk_1	2e6h_1
27964	1dhn_1	1dhn_1
27965	2r37_3	3rze_1
27966	3gvy_1	5d8q_1
27967	3bkn_1	5d8q_1
27968	2xlc_1	2xlc_1
27969	2hq1_1	3rze_1
27970	2zqm_2	2zqm_2
27971	1o60_1	2ef9_1
27972	2p5m_1	3cag_1
27973	2eih_1	3rze_1
27974	3d6l_1	1y7u_1
27975	4adt_1	3rze_1
27976	2eis_1	1y7u_1
27977	5e3v_1	4nsl_1
27978	5ktl_1	3rze_1
27979	3pv4_1	3rze_1
27980	1yoe_4	3rze_1
27981	2a47_1	3rze_1
27982	2a48_1	3rze_1
27983	4edo_3	3rze_1
27984	4eds_3	3rze_1
27985	2gx0_5	3rze_1
27986	4tx1_1	4tx1_1
27987	1g7k_1	3rze_1
27988	1i2b_2	1i2b_2
27989	1i24_2	1i2b_2
27990	4o1j_1	1ym3_1
27991	3vk1_1	3rze_1
27992	3t8j_1	3rze_1
27993	1jy8_1	1w55_1
27994	4b2o_1	2cv9_3
27995	1ilv_3	2e6h_1
27996	2zts_1	2zts_1
27997	2bri_1	3rze_1
27998	3nd5_1	1od6_1
27999	4l7z_1	3rze_1
28000	4lql_1	4lql_1
28001	1xs4_3	3rze_1
28002	1xs1_3	3rze_1
28003	1jt9_1	1jt9_1
28004	1cd5_1	1jt9_1
28005	4q3n_1	1hyg_1
28006	5dnl_1	5dnl_1
28007	4u0h_1	3rze_1
28008	1ggx_1	3rze_1
28009	1zgp_1	3rze_1
28010	1ovm_1	1ovm_1
28011	1ufv_2	3n8h_1
28012	1v8f_2	3n8h_1
28013	2cv9_3	2cv9_3
28014	1udd_1	2gm7_1
28015	4k7c_1	1cb5_1
28016	1zux_1	3rze_1
28017	3q1e_1	3qva_1
28018	1e2y_1	3rze_1
28019	2orv_1	3rze_1
28020	2vxa_1	2vyx_1
28021	2zsc_1	3t2w_1
28022	2d8a_1	3rze_1
28023	1f8f_1	3rze_1
28024	5cm0_1	3rze_1
28025	3f1t_1	3nwz_1
28026	1qyn_1	1qyn_1
28027	2z1m_1	3rze_1
28028	3rdm_2	3t2w_1
28029	3re5_2	3t2w_1
28030	2xhz_1	2xhz_1
28031	4c4o_1	3rze_1
28032	2zi8_2	1han_1
28033	4m8j_1	2wsw_1
28034	2ei2_1	1han_1
28035	1tqj_1	3ovp_1
28036	2ehz_1	1han_1
28037	1sq4_1	1sfn_2
28038	5h16_1	1od6_1
28039	2wyl_1	2wyl_1
28040	5lbh_1	3rze_1
28041	3mkc_2	3rze_1
28042	3bq9_1	3bq9_1
28043	3epr_1	3rze_1
28044	3fef_1	3fef_1
28045	1qax_2	1qax_2
28046	2pgs_1	3bg2_1
28047	3mmz_1	3rze_1
28048	3bge_1	3bge_1
28049	3no1_1	3rze_1
28050	4npa_1	3bq9_1
28051	2pmb_1	3bq9_1
28052	1y7b_1	3c2u_1
28053	4ql9_1	3rze_1
28054	1o68_2	1o68_2
28055	5mac_1	2cwx_2
28056	1xea_1	1xea_1
28057	1tlt_1	3uuw_1
28058	1viv_2	1jeo_2
28059	2iec_1	2ogf_1
28060	1sef_2	1sfn_2
28061	1d7r_1	3dxw_1
28062	3cdx_1	3na6_1
28063	3lhl_2	3lhl_2
28064	2qdd_1	3rze_1
28065	2qq6_2	3rze_1
28066	2ppg_1	3rze_1
28067	3ekg_1	3rze_1
28068	3h0u_2	3rze_1
28069	3fcp_1	3rze_1
28070	3hin_2	3rze_1
28071	3g0o_2	3rze_1
28072	3msy_1	3rze_1
28073	1s80_1	3rze_1
28074	3h7a_1	3rze_1
28075	3hu5_2	3rze_1
28076	3k85_2	3k85_2
28077	3fww_1	2v0h_1
28078	1xxa_1	3cag_1
28079	3hqn_1	3rze_1
28080	5kkh_1	1gu8_1
28081	4pyd_1	2iih_1
28082	3kfb_1	3kfe_1
28083	3deq_3	3rze_1
28084	1upa_1	1upa_1
28085	2eey_1	2iih_1
28086	2z9s_1	3rze_1
28087	1wcf_1	3rze_1
28088	2q9u_1	1ycf_3
28089	4jng_1	3zl9_1
28090	3wid_1	3rze_1
28091	3wic_1	3rze_1
28092	1hhq_1	3rze_1
28093	1lwx_1	3rze_1
28094	1hlw_1	3rze_1
28095	1ndk_1	3rze_1
28096	1b4s_1	3rze_1
28097	1b99_1	3rze_1
28098	1pae_1	3rze_1
28099	1mn7_1	3rze_1
28100	3dkz_1	3nwz_1
28101	1svv_1	1svv_1
28102	3dc8_1	1gkq_1
28103	2vsu_1	3rze_1
28104	2vss_1	3rze_1
28105	4mks_2	3rze_1
28106	3q7h_1	3rze_1
28107	4hzd_1	3rze_1
28108	1y5e_2	3rze_1
28109	4cnt_1	1gkq_1
28110	3oe1_1	1ovm_1
28111	2wvg_1	1ovm_1
28112	1zoi_1	3rze_1
28113	1y3h_1	1y3h_1
28114	1u0r_1	1y3h_1
28115	2pu7_1	3rze_1
28116	2puh_1	3rze_1
28117	3v1l_1	3rze_1
28118	2og1_1	3rze_1
28119	3v1k_1	3rze_1
28120	2xox_1	3rze_1
28121	5mhb_1	5hnr_1
28122	1wvq_1	3rze_1
28123	2f3b_1	1spi_1
28124	4a57_1	4kh5_1
28125	4jep_1	4kh5_1
28126	4kh5_1	4kh5_1
28127	4kh4_1	4kh5_1
28128	4kh6_1	4kh5_1
28129	2ohd_1	2iih_1
28130	4ane_1	3rze_1
28131	1k44_1	3rze_1
28132	4anc_1	3rze_1
28133	5d05_1	3tqk_1
28134	5czt_1	3tqk_1
28135	5d09_1	3tqk_1
28136	4hso_1	3tqk_1
28137	5d03_1	3tqk_1
28138	5d02_1	3tqk_1
28139	2ajt_1	4lql_1
28140	4f2d_1	4lql_1
28141	2yq4_1	3rze_1
28142	1yac_1	1yac_1
28143	2id2_1	3rze_1
28144	2esd_1	3rze_1
28145	1euh_1	3rze_1
28146	1qi1_1	3rze_1
28147	5mju_1	5cfy_1
28148	2j5k_1	1hyg_1
28149	2x0r_1	1hyg_1
28150	1ssm_1	3rze_1
28151	1sst_1	3rze_1
28152	1vea_1	4ok9_1
28153	4gnt_2	3rze_1
28154	5egl_1	1y7u_1
28155	4izc_1	3rze_1
28156	4wr2_1	3rze_1
28157	1p0k_1	3rze_1
28158	3m1p_1	3rze_1
28159	5lhj_1	3ij3_1
28160	4ksa_1	4ks9_1
28161	2chi_1	3vnx_1
28162	2clu_1	3vnx_1
28163	5jkk_1	3vnx_1
28164	1i1k_1	3rze_1
28165	1knv_1	1cfr_1
28166	1s1m_1	3rze_1
28167	2x5j_1	1hdg_1
28168	3pzk_2	3rze_1
28169	4fjw_2	3rze_1
28170	4cok_1	1ovm_1
28171	2raq_1	2raq_1
28172	3uzd_1	3rze_1
28173	1euz_1	1gtm_1
28174	2vx9_1	2vyx_1
28175	4b2h_1	2vyx_1
28176	2cc6_1	2vyx_1
28177	4b2j_1	2vyx_1
28178	2ekn_1	2iih_1
28179	4mtu_1	4mtu_1
28180	3lcz_1	3lcz_1
28181	2bx9_1	3lcz_1
28182	3u7r_2	3u7r_2
28183	3sjn_1	3rze_1
28184	3prl_1	3rze_1
28185	1y9d_1	1v5e_1
28186	3u4j_1	3rze_1
28187	3r31_2	3rze_1
28188	1uiy_1	3rze_1
28189	3se1_1	3vnx_1
28190	3ka9_1	3vnx_1
28191	3shx_1	3vnx_1
28192	1qlm_1	1qlm_1
28193	3onr_1	2vyx_1
28194	2e1a_1	2cg4_1
28195	1td3_1	1c5e_1
28196	1pvv_1	4ekn_1
28197	1zof_1	3rze_1
28198	1tg6_2	3rze_1
28199	1nzy_2	3rze_1
28200	1g63_1	3qjg_1
28201	1g5q_1	3qjg_1
28202	1t4a_1	1t4a_1
28203	1x94_2	3rze_1
28204	1xx6_2	3rze_1
28205	3jvb_1	3jvb_1
28206	2qz8_1	2w25_1
28207	5loq_1	1t0t_1
28208	1v72_1	1v72_1
28209	1g88_1	1khx_1
28210	4gjh_1	1lb5_1
28211	3tt6_1	3rze_1
28212	1dzq_1	2jec_1
28213	4rot_1	4rot_1
28214	1kzz_2	1lb5_1
28215	4ghu_1	1lb5_1
28216	1r03_1	3vnx_1
28217	1fim_1	3rze_1
28218	1jec_1	3cr8_1
28219	1w3i_1	3rze_1
28220	2tmg_1	1gtm_1
28221	1brt_1	3rze_1
28222	6ald_1	3rze_1
28223	1ex5_1	3rze_1
28224	1a8q_2	3rze_1
28225	3mge_1	4xfy_1
28226	5hgo_1	4xfy_1
28227	3h47_1	4xfy_1
28228	4p9n_1	3rze_1
28229	1gkq_1	1gkq_1
28230	1qwh_1	1f86_2
28231	1tb3_3	3rze_1
28232	1u4f_2	3syp_1
28233	5tsq_1	3rze_1
28234	4mrc_1	1f86_2
28235	3tir_1	3g0v_1
28236	2op8_1	3abf_1
28237	1p8u_1	1gu8_1
28238	2wjl_1	1gu8_1
28239	2wjk_1	1gu8_1
28240	1brr_1	1gu8_1
28241	1p8i_1	1p8i_1
28242	2zfc_1	2zfc_1
28243	1qsc_1	1lb5_1
28244	4x5t_1	4x5t_1
28245	3lkj_1	1aly_1
28246	5k6i_1	5ea3_1
28247	5k6c_1	5ea3_1
28248	5k6h_1	5ea3_1
28249	5k6b_1	5ea3_1
28250	5k6g_1	5ea3_1
28251	3vp4_1	2pby_1
28252	1umn_1	3rze_1
28253	4bbo_1	3t2w_1
28254	1oo2_1	1f86_2
28255	2cam_1	3t2w_1
28256	1xfo_1	2fvg_1
28257	2bzu_1	4xl8_1
28258	1rav_1	3t2w_1
28259	1nqn_1	3t2w_1
28260	3t45_1	1gu8_1
28261	1fll_3	1lb5_1
28262	4kb3_1	3rze_1
28263	3w8v_1	3w8v_1
28264	3w92_1	3w8v_1
28265	1pff_1	5e4z_1
28266	1c5e_1	1c5e_1
28267	3otf_1	2ptm_1
28268	1iy9_1	2b2c_1
28269	5ljx_1	5j81_1
28270	4u2a_1	2jec_1
28271	4mgg_1	3rze_1
28272	1avq_1	3sm4_1
28273	1kwb_1	1han_1
28274	1han_1	1han_1
28275	1dlu_1	3rze_1
28276	1gke_1	1f86_2
28277	1f2j_2	3rze_1
28278	3c7t_3	3c7t_3
28279	1aup_1	1gtm_1
28280	1mum_1	2dua_1
28281	1xg3_1	2dua_1
28282	1yex_1	3rze_1
28283	1yf0_1	3rze_1
28284	4mab_1	3rze_1
28285	1yep_1	3rze_1
28286	2au7_1	3rze_1
28287	1faj_1	3rze_1
28288	1mjz_1	3rze_1
28289	1i40_1	3rze_1
28290	1mjy_1	3rze_1
28291	1mjx_1	3rze_1
28292	1mjw_1	3rze_1
28293	2a2l_1	2a2l_1
28294	5mnd_1	3jvb_1
28295	3my9_1	3rze_1
28296	3d53_1	3rze_1
28297	3voy_1	2pby_1
28298	3gvp_1	3x2e_1
28299	4gxh_1	3rze_1
28300	4b91_1	1gkq_1
28301	2w2c_1	2f86_1
28302	4w9u_1	3rze_1
28303	4c45_1	1ru0_1
28304	4bkn_1	1gkq_1
28305	2ux0_1	2f86_1
28306	3mtg_1	3x2e_1
28307	4e6y_1	2p2w_1
28308	3fob_1	3rze_1
28309	4iqd_2	4lsb_1
28310	4r7u_1	3rze_1
28311	2oiw_1	3rze_1
28312	3qjg_1	3qjg_1
28313	3o1k_1	3rze_1
28314	3ty6_1	1m4y_1
28315	4fez_3	3rze_1
28316	4fo4_3	3rze_1
28317	3ss6_1	3rze_1
28318	4htl_2	5nck_1
28319	2ppw_3	3ono_1
28320	3ono_1	3ono_1
28321	2ahr_1	3rze_1
28322	1yb4_1	3rze_1
28323	5ix3_1	3rze_1
28324	3uuw_1	3uuw_1
28325	3qz3_1	4reu_1
28326	3n7z_1	3n7z_1
28327	5v10_1	3rze_1
28328	2fuj_1	3rze_1
28329	3re3_3	1w55_1
28330	2qqy_1	2qqy_1
28331	3kwo_1	3rze_1
28332	5dio_1	3rze_1
28333	3tl2_1	1hyg_1
28334	4ncp_1	1y7u_1
28335	3p2l_1	3rze_1
28336	1g8w_1	2jec_1
28337	2yiz_1	2vyx_1
28338	1zfj_2	3rze_1
28339	3pp7_1	3rze_1
28340	4oe2_1	3rze_1
28341	4npi_1	3rze_1
28342	1r2k_2	3rze_1
28343	1r8h_4	1a7g_1
28344	1hzd_1	3rze_1
28345	2z3a_1	1m4y_1
28346	2gti_1	4rs4_1
28347	1jig_1	3rze_1
28348	1npk_1	3rze_1
28349	1m1t_1	3rze_1
28350	1m1o_1	3rze_1
28351	2wkt_1	3rze_1
28352	2wkv_1	3rze_1
28353	2wku_1	3rze_1
28354	2wl6_1	3rze_1
28355	2wl4_1	3rze_1
28356	1m4s_1	3rze_1
28357	2wl5_1	3rze_1
28358	4pof_1	4pof_1
28359	4aiz_1	1ac6_1
28360	3tr4_1	3rze_1
28361	4jdy_1	3rze_1
28362	4gx3_1	1spi_1
28363	4gx6_1	1spi_1
28364	1lev_1	1spi_1
28365	4gbv_1	1spi_1
28366	1yxi_1	1spi_1
28367	1fsa_1	1spi_1
28368	1frp_1	1spi_1
28369	1kz8_1	1spi_1
28370	4gwx_1	1spi_1
28371	4he0_1	1spi_1
28372	4o99_1	3rze_1
28373	1bo5_2	2d4w_1
28374	1bu6_1	2d4w_1
28375	4r0n_1	1od6_1
28376	5j7a_1	1gu8_1
28377	1e0p_1	1gu8_1
28378	4x31_1	1gu8_1
28379	1c8s_1	1gu8_1
28380	1fny_1	2jec_1
28381	1d3a_1	1hyg_1
28382	2hlp_1	1hyg_1
28383	1o6z_1	1hyg_1
28384	1wb7_1	1my6_1
28385	1c4q_1	1cqf_1
28386	1d1i_1	1cqf_1
28387	2xsc_1	1cqf_1
28388	1d1k_1	1cqf_1
28389	5g13_1	5ji5_1
28390	5g11_1	5ji5_1
28391	5g0x_1	5ji5_1
28392	4dz0_1	3vnx_1
28393	4dyy_1	3vnx_1
28394	4dyx_1	3vnx_1
28395	3ajp_1	3vnx_1
28396	3ajq_1	3vnx_1
28397	4a25_1	3rze_1
28398	1k92_1	1k92_1
28399	4g4e_1	1m4y_1
28400	1g3k_1	1m4y_1
28401	1a3g_1	3rze_1
28402	1y2t_1	1y2t_1
28403	1gtm_1	1gtm_1
28404	2vkf_1	2vyx_1
28405	2cie_1	2vyx_1
28406	1mog_1	2vyx_1
28407	4o59_1	1hdg_1
28408	1j0x_1	1hdg_1
28409	1m8f_1	1f9a_1
28410	1m8k_1	1f9a_1
28411	1m8j_1	1f9a_1
28412	1ncl_1	3rze_1
28413	1leo_1	3rze_1
28414	5t06_1	3rze_1
28415	3ldc_1	4qe9_1
28416	3ldd_1	4qe9_1
28417	1o8n_1	3rze_1
28418	1o8o_1	3rze_1
28419	1uuy_1	3rze_1
28420	1uux_1	3rze_1
28421	2pah_1	3rze_1
28422	1fb5_1	3rze_1
28423	1toh_1	3rze_1
28424	2toh_1	3rze_1
28425	1a1s_1	4ekn_1
28426	9ldb_1	3rze_1
28427	5ldh_1	3rze_1
28428	4dzn_1	4dzn_1
28429	3tq2_1	3tq2_1
28430	1gox_2	3rze_1
28431	1czq_1	3rze_1
28432	3qds_1	1y2t_1
28433	2za8_1	3vnx_1
28434	2zb8_2	2j3h_1
28435	3zpx_1	3zpx_1
28436	3wmt_1	3wmt_1
28437	19hc_1	1ofy_1
28438	1ofy_1	1ofy_1
28439	3icu_1	3rze_1
28440	2cbt_1	1acx_1
28441	4ne7_1	1ga1_1
28442	4ga9_1	3rze_1
28443	1sla_1	3rze_1
28444	1w6q_1	3rze_1
28445	2eav_1	1yck_1
28446	2zxy_1	2zxy_1
28447	4uxu_1	5afm_1
28448	1an2_1	3u5v_1
28449	5svo_1	1zor_1
28450	5svn_1	1zor_1
28451	3hkl_1	3hkl_1
28452	3ami_1	3ami_1
28453	3nqr_2	3lfr_1
28454	5fzp_1	5fzp_1
28455	3bxu_1	3cao_1
28456	4e40_2	4e40_2
28457	2jaa_1	2jaa_1
28458	1ixp_2	1ixp_2
28459	1bgp_1	1bgp_1
28460	3c0m_1	1z52_1
28461	1pre_1	1z52_1
28462	2aio_2	2xf4_1
28463	3sdp_1	1my6_1
28464	3boa_1	3boa_1
28465	4heh_1	4hh1_3
28466	4dkc_1	4dkc_1
28467	4hh1_3	4hh1_3
28468	4hh0_3	4hh1_3
28469	5gpd_1	5gpd_1
28470	2xrh_1	2xrh_1
28471	2xyb_1	4jhu_1
28472	2zx0_1	2zx0_1
28473	1ag9_1	3kap_1
28474	3ztv_1	3ztv_1
28475	2qsq_1	2gk2_5
28476	4dql_3	1frq_1
28477	5p2p_1	4e4c_1
28478	3fqm_1	3fqm_1
28479	4k6h_1	4k6h_1
28480	4k6k_1	4k6h_1
28481	4jup_1	4jup_1
28482	1fx9_1	4e4c_1
28483	2phi_1	4e4c_1
28484	3p2p_1	4e4c_1
28485	4oyu_1	4oyu_1
28486	4ij8_1	4ij8_1
28487	3vuq_2	3rze_1
28488	3mhx_1	3mhx_1
28489	4bxw_1	1utj_1
28490	1go8_1	1sat_1
28491	1go7_1	1sat_1
28492	5ib9_1	5ib9_1
28493	2jk1_1	3rze_1
28494	2vuh_1	3rze_1
28495	1wmx_1	1wmx_1
28496	4aqt_1	4ove_1
28497	2iph_1	2fyr_1
28498	1fsw_1	5evl_1
28499	1c3b_1	5evl_1
28500	4axl_1	1iwd_1
28501	1llf_1	1qe3_1
28502	1ulk_1	1uha_1
28503	1foc_1	1foc_1
28504	2i7s_2	1aiz_1
28505	1wsr_2	1woo_1
28506	1ac1_1	3l9s_1
28507	1fxr_1	4dhv_1
28508	1a78_1	3rze_1
28509	1gan_1	3rze_1
28510	1ytq_2	2jdg_1
28511	1am1_1	3rze_1
28512	1u07_1	1u07_1
28513	3l18_1	3nov_1
28514	2xcf_1	4nwk_1
28515	2xcn_1	4nwk_1
28516	2or2_1	5ptd_1
28517	2y7i_1	3rze_1
28518	3h2b_1	3rze_1
28519	2gbu_2	1xso_1
28520	3ecw_2	1xso_1
28521	1smo_1	2frg_1
28522	1tzp_1	1tzp_1
28523	1y4j_1	1y4j_1
28524	3owf_1	1sta_1
28525	2q6q_1	2q6q_1
28526	1e58_1	3rze_1
28527	4dhv_1	4dhv_1
28528	3ltm_1	3ltm_1
28529	2v5s_1	3rze_1
28530	3hj2_1	2pm1_1
28531	1gcd_1	1utj_1
28532	2imz_1	4kl5_3
28533	3ifj_3	3igd_1
28534	3igd_1	3igd_1
28535	5fm2_1	3rze_1
28536	4zmx_1	3ppe_1
28537	5hpg_1	1ki0_1
28538	1t3b_1	3gv1_3
28539	1usg_1	1usg_1
28540	4fuv_1	4fuv_1
28541	4gm5_2	1arm_1
28542	3prt_2	1arm_1
28543	3fh3_1	3fgg_2
28544	1ihk_1	2p39_1
28545	1ivl_1	1ac6_1
28546	1rei_1	1ac6_1
28547	1b6d_1	1ac6_1
28548	3dvf_1	1ac6_1
28549	4l1h_2	1ac6_1
28550	2y2j_1	2bg1_1
28551	1eeq_1	1ac6_1
28552	4f9l_1	1ac6_1
28553	3lve_2	1ac6_1
28554	1qac_1	1ac6_1
28555	1lve_1	1ac6_1
28556	4lve_1	1ac6_1
28557	1ek3_1	1ac6_1
28558	4imz_1	2fyr_1
28559	4cjn_1	4cpk_1
28560	1i4u_1	1i4u_1
28561	1s2p_1	1i4u_1
28562	5fr6_1	5fr6_1
28563	1tvd_1	1ac6_1
28564	3w0d_1	3w0d_1
28565	3o8z_2	2xpl_1
28566	2xv7_1	1wq9_1
28567	1yer_1	3rze_1
28568	2wxy_1	2wxy_1
28569	2c7y_1	3rze_1
28570	1an8_1	1dyq_1
28571	1g8t_1	1g8t_1
28572	1c9u_1	3a9g_1
28573	1yc8_1	1ac6_1
28574	4gho_1	1ynv_1
28575	3lne_1	3ppe_1
28576	2qvf_1	3ppe_1
28577	2o72_1	3ppe_1
28578	4zmp_1	3ppe_1
28579	1gxr_1	1gxr_1
28580	3odu_1	3rze_1
28581	3oe6_1	3rze_1
28582	1cq3_1	1cq3_1
28583	4an6_1	4an6_1
28584	1r4i_1	3rze_1
28585	3nyd_1	3wuf_1
28586	4upd_1	1thg_1
28587	1s9i_1	3rze_1
28588	2wvt_1	2wvt_1
28589	3vqu_2	3rze_1
28590	4b0p_1	1qe3_1
28591	1ayf_1	3rze_1
28592	1skz_1	1skz_1
28593	3c2x_2	1yck_1
28594	1hf0_1	2xsd_1
28595	4ctd_1	2x9k_1
28596	1s4n_1	1s4n_1
28597	5ki9_1	5ki9_1
28598	4d4t_1	4d4t_1
28599	2iyc_1	2hkp_1
28600	3bdy_2	1ac6_1
28601	5llj_1	5llj_1
28602	1z9p_1	2wwn_1
28603	1hlc_1	3rze_1
28604	1xbr_1	1xbr_1
28605	2ncd_1	3t0q_1
28606	2j0n_1	2jaa_1
28607	2q15_1	5enm_1
28608	2ims_1	2ims_1
28609	2q9o_1	2zwn_1
28610	1nzi_1	1nzi_1
28611	4ehs_1	4ehs_1
28612	2vfz_1	3rze_1
28613	2wgz_1	3rze_1
28614	2vs4_1	3rze_1
28615	2vs3_1	3rze_1
28616	5fzz_1	3iir_1
28617	4igg_1	4igg_1
28618	1wra_3	1wra_3
28619	1aqe_1	1j0p_1
28620	4uzk_1	4uzk_1
28621	4c8t_1	4c8t_1
28622	2yd6_1	3rze_1
28623	5m33_1	5m33_1
28624	3okw_1	3okw_1
28625	4c8p_1	4c8t_1
28626	4c86_1	4c8t_1
28627	4gz8_1	3okw_1
28628	4uzq_1	4uzk_1
28629	2ygn_1	2ygo_1
28630	5iic_1	3rze_1
28631	1ohq_1	1ac6_1
28632	1wq9_1	1wq9_1
28633	3h01_1	2zfc_1
28634	4ca4_1	4xod_1
28635	3sop_1	3sop_1
28636	3cl4_1	3cl5_1
28637	1zh1_1	3fqm_1
28638	1cbg_1	3rze_1
28639	2w8x_1	2w8x_1
28640	1c8t_1	4h30_1
28641	4xuv_1	4xuv_1
28642	3dgv_1	1arm_1
28643	4u13_1	4u13_1
28644	1b3d_1	4h30_1
28645	1the_1	4i05_1
28646	3zxc_1	3zxc_1
28647	2ws0_1	5boq_2
28648	2ws1_1	5boq_2
28649	2c8q_1	5boq_2
28650	5hqi_1	5boq_2
28651	5n11_1	3cl5_1
28652	5t1i_1	5t1i_1
28653	4ezg_1	4ezg_1
28654	4b5p_1	4h6u_1
28655	4b5o_1	4h6u_1
28656	4hfs_1	4hfs_1
28657	3sbu_2	3sbu_2
28658	2zz8_1	2zz8_1
28659	4lkq_3	3rze_1
28660	2o4t_1	2o4t_1
28661	3h6n_1	3rze_1
28662	4a3t_1	4fp7_1
28663	4bhw_1	4pzr_1
28664	4l85_2	3rze_1
28665	2x5r_1	2x5r_1
28666	5tkz_1	5tkz_1
28667	4jtm_1	4jtm_1
28668	4kv2_1	4kv2_1
28669	3mq4_1	4xaq_1
28670	2bqq_1	1mg4_1
28671	2wqh_1	2wqh_1
28672	1obx_1	3rze_1
28673	1uw1_1	1uw1_1
28674	1tlv_1	3rio_1
28675	2y1z_1	2y1z_1
28676	4bhk_1	4bhk_1
28677	2gs7_1	3rze_1
28678	3twq_1	3rze_1
28679	3fu1_1	3fu1_1
28680	5fol_1	2wfd_1
28681	4u97_1	3rze_1
28682	4k03_1	4jzy_1
28683	4idt_1	3rze_1
28684	4g22_3	5fal_1
28685	4uvq_1	4uvq_1
28686	4l56_1	4dy1_1
28687	3zxo_2	3zxo_2
28688	1mqh_1	2v3t_1
28689	2anj_1	2v3t_1
28690	3b6q_1	2v3t_1
28691	1syi_1	2v3t_1
28692	1mqi_1	2v3t_1
28693	3h6u_1	2v3t_1
28694	3o29_1	2v3t_1
28695	2xhd_1	2v3t_1
28696	1p1n_1	2v3t_1
28697	3tdj_1	2v3t_1
28698	1p1w_1	2v3t_1
28699	1vso_1	2v3t_1
28700	2wky_1	2v3t_1
28701	2yhn_1	4ic2_1
28702	3rfg_1	4d6v_1
28703	3g6i_1	3kdw_1
28704	4ei0_1	4ei0_1
28705	4j8q_1	4j8q_1
28706	4e9k_1	4jqr_1
28707	4q69_1	4q69_1
28708	2x3g_1	2x3g_1
28709	3e2t_2	3rze_1
28710	4ij7_1	4ij7_1
28711	4mjf_1	3sbu_2
28712	3pa8_1	3pa8_1
28713	4qq4_1	4qq4_1
28714	3tdq_1	3tdq_1
28715	4eps_1	4eps_1
28716	4axd_1	4axc_1
28717	4hhv_1	3rcp_2
28718	3f2u_1	3svm_1
28719	3tw4_1	3sop_1
28720	3cad_4	4zrw_1
28721	3mou_1	2qfn_1
28722	3k3u_2	2qfn_1
28723	4nzj_2	1uas_1
28724	4awb_1	4nom_1
28725	4b15_1	3mu7_1
28726	4rg2_1	3lgl_1
28727	3sb9_1	3rze_1
28728	2xv5_1	1x8y_1
28729	1bgf_1	1bgf_1
28730	4qin_1	4iaq_1
28731	2v3t_1	2v3t_1
28732	3otg_2	3rze_1
28733	2pin_1	3rze_1
28734	4rfq_1	4rfq_1
28735	4zcr_1	3rze_1
28736	3nvo_2	3nvo_2
28737	4ibg_1	3l2a_1
28738	3frs_1	3frr_1
28739	5l8z_1	5eka_1
28740	1y0u_1	1y0u_1
